"","HUC_i","HUC_j","points_i","length_i","area_i","points_j","length_j","area_j","distance_ij"
"18513",61,154,8912,1517995.98185,1978683680.72,12648,996600.27872,1230838377.06,250367.2416
"18530",51,169,4748,467952.886776,552135041.351,11576,1654242.92381,2374629754,250503.0424
"18543",51,167,4748,467952.886776,552135041.351,1567,507664.349505,919263103.236,250597.0734
"18560",164,178,4422,1353925.34857,1298060591.31,6188,781232.492791,601116832.259,250746.9774
"18577",165,178,4422,1834982.23088,1619720716.8,6188,781232.492791,601116832.259,250905.1261
"18582",21,50,1267,568204.43722,755611618.824,10880,1109494.62789,1634992073.48,250962.8731
"18621",24,191,11400,1641291.23625,1203390876.26,12392,851620.791604,1335617285.69,251288.7297
"18636",22,163,673,819693.164624,781914542.069,5807,2029951.87686,3143356248.5,251407.2493
"18650",22,164,673,819693.164624,781914542.069,4422,1353925.34857,1298060591.31,251530.8566
"18661",24,171,11400,1641291.23625,1203390876.26,8888,1865098.79141,1899080337.91,251627.4862
"18683",165,190,4422,1834982.23088,1619720716.8,11327,1453769.54938,1253986034.33,251834.6815
"18732",25,166,3170,1425934.38347,926104627.813,7947,1973887.79158,2383726910.88,252118.0597
"18733",61,171,8912,1517995.98185,1978683680.72,8888,1865098.79141,1899080337.91,252126.0462
"18780",23,164,489,553095.217362,722734396.623,4422,1353925.34857,1298060591.31,252516.4091
"18790",154,195,12648,996600.27872,1230838377.06,2964,964286.576005,1065870641.82,252557.7744
"18798",212,398,12839,2820052.67618,3728259662.3,18273,2865499.78312,2853081750.53,252634.5064
"18813",25,190,3170,1425934.38347,926104627.813,11327,1453769.54938,1253986034.33,252747.6559
"18816",161,194,14629,2385326.96972,2453624839.04,2623,483442.524083,707446827.694,252766.9298
"18821",153,167,5038,635197.844155,774426440.254,1567,507664.349505,919263103.236,252822.1802
"18822",26,51,3908,1385356.19187,944438320.092,4748,467952.886776,552135041.351,252835.5046
"18915",25,53,3170,1425934.38347,926104627.813,4682,912665.799095,1487622720.29,253532.2938
"18923",26,52,3908,1385356.19187,944438320.092,3322,644082.819848,1222412983.43,253564.1667
"18940",154,173,12648,996600.27872,1230838377.06,1505,658235.945779,635414583.385,253641.8492
"18958",51,148,4748,467952.886776,552135041.351,421,678967.659273,653775833.434,253816.8394
"18985",148,164,421,678967.659273,653775833.434,4422,1353925.34857,1298060591.31,254025.8529
"18994",23,203,489,553095.217362,722734396.623,4917,448622.339202,503930913.697,254053.3077
"18996",41,203,11123,820589.353485,977864406.906,4917,448622.339202,503930913.697,254057.8052
"19012",41,192,11123,820589.353485,977864406.906,6804,254705.268791,468640572.712,254231.3812
"19015",149,211,3286,832440.708965,527986571.806,22810,1003947.61376,1482326892.8,254238.7342
"19028",55,169,1864,258598.894036,986638704.338,11576,1654242.92381,2374629754,254374.5413
"19048",24,168,11400,1641291.23625,1203390876.26,723,292231.105356,563366373.427,254499.1898
"19054",43,212,920,329116.870826,556605641.277,12839,2820052.67618,3728259662.3,254582.7259
"19056",157,392,6444,762387.267075,2013881876.76,9776,1243583.09089,2738416862.82,254624.9483
"19062",31,177,7791,1386961.45355,1464916864.12,13356,809238.423438,1071549764.86,254716.0793
"19064",164,190,4422,1353925.34857,1298060591.31,11327,1453769.54938,1253986034.33,254722.3413
"19073",30,53,13119,4095857.55159,2386103901.41,4682,912665.799095,1487622720.29,254825.4085
"19089",55,171,1864,258598.894036,986638704.338,8888,1865098.79141,1899080337.91,254960.5913
"19097",22,403,673,819693.164624,781914542.069,15441,2169803.70952,3282264497.41,255006.2343
"19107",43,196,920,329116.870826,556605641.277,3489,711644.720915,931211320.671,255051.9596
"19120",33,174,13956,2689645.37194,1798344837.1,2170,673784.609775,733950779.508,255164.3728
"19186",174,212,2170,673784.609775,733950779.508,12839,2820052.67618,3728259662.3,255709.2485
"19187",61,178,8912,1517995.98185,1978683680.72,6188,781232.492791,601116832.259,255723.6554
"19215",52,170,3322,644082.819848,1222412983.43,9507,921322.489428,902943239.364,255877.5974
"19228",150,166,17952,3733456.30238,2413788748.91,7947,1973887.79158,2383726910.88,256002.9333
"19231",163,195,5807,2029951.87686,3143356248.5,2964,964286.576005,1065870641.82,256022.669
"19274",31,190,7791,1386961.45355,1464916864.12,11327,1453769.54938,1253986034.33,256384.0249
"19297",149,171,3286,832440.708965,527986571.806,8888,1865098.79141,1899080337.91,256509.1159
"19327",25,403,3170,1425934.38347,926104627.813,15441,2169803.70952,3282264497.41,256671.3154
"19332",149,175,3286,832440.708965,527986571.806,17187,2353037.01825,2922732511.91,256700.7035
"19334",164,211,4422,1353925.34857,1298060591.31,22810,1003947.61376,1482326892.8,256702.9875
"19352",50,167,10880,1109494.62789,1634992073.48,1567,507664.349505,919263103.236,256860.7841
"19363",28,178,6049,644498.607186,451560914.395,6188,781232.492791,601116832.259,256940.8464
"19371",159,203,5153,282045.166749,188168169.193,4917,448622.339202,503930913.697,257024.801
"19416",163,193,5807,2029951.87686,3143356248.5,1139,246566.008858,747489017.086,257405.8122
"19430",173,208,1505,658235.945779,635414583.385,9352,1548478.95706,1780963677.62,257502.8258
"19432",59,159,2618,312023.509273,498690546.22,5153,282045.166749,188168169.193,257538.4702
"19438",50,174,10880,1109494.62789,1634992073.48,2170,673784.609775,733950779.508,257610.6389
"19447",21,53,1267,568204.43722,755611618.824,4682,912665.799095,1487622720.29,257656.5671
"19470",157,395,6444,762387.267075,2013881876.76,4662,897169.710945,2043592767.67,257784.5325
"19489",29,179,17370,2752283.46207,1595089814.57,657,146939.477626,219121912.887,257944.9282
"19497",31,55,7791,1386961.45355,1464916864.12,1864,258598.894036,986638704.338,258079.5327
"19517",166,191,7947,1973887.79158,2383726910.88,12392,851620.791604,1335617285.69,258260.1502
"19524",24,177,11400,1641291.23625,1203390876.26,13356,809238.423438,1071549764.86,258313.0747
"19565",22,53,673,819693.164624,781914542.069,4682,912665.799095,1487622720.29,258602.5612
"19569",51,394,4748,467952.886776,552135041.351,19514,2269045.99455,2958449434.35,258627.2266
"19571",154,204,12648,996600.27872,1230838377.06,3405,633931.66063,1246649832.2,258635.4248
"19585",21,163,1267,568204.43722,755611618.824,5807,2029951.87686,3143356248.5,258755.6396
"19598",42,172,8402,438182.504918,468727696.46,10117,3003563.93521,3184286865.45,258859.3173
"19599",28,52,6049,644498.607186,451560914.395,3322,644082.819848,1222412983.43,258882.2921
"19600",42,173,8402,438182.504918,468727696.46,1505,658235.945779,635414583.385,258892.4251
"19638",27,178,13653,2093613.60365,1231105140.44,6188,781232.492791,601116832.259,259154.3032
"19652",26,167,3908,1385356.19187,944438320.092,1567,507664.349505,919263103.236,259281.8557
"19660",24,52,11400,1641291.23625,1203390876.26,3322,644082.819848,1222412983.43,259347.6631
"19661",61,161,8912,1517995.98185,1978683680.72,14629,2385326.96972,2453624839.04,259370.5513
"19667",159,194,5153,282045.166749,188168169.193,2623,483442.524083,707446827.694,259457.1313
"19686",55,152,1864,258598.894036,986638704.338,4405,401341.364698,370814966.197,259607.4863
"19688",155,167,17884,2205895.39613,2768996075.97,1567,507664.349505,919263103.236,259646.5142
"19746",154,392,12648,996600.27872,1230838377.06,9776,1243583.09089,2738416862.82,260040.6098
"19756",29,50,17370,2752283.46207,1595089814.57,10880,1109494.62789,1634992073.48,260131.2568
"19780",26,192,3908,1385356.19187,944438320.092,6804,254705.268791,468640572.712,260265.1461
"19783",150,211,17952,3733456.30238,2413788748.91,22810,1003947.61376,1482326892.8,260291.4558
"19809",174,208,2170,673784.609775,733950779.508,9352,1548478.95706,1780963677.62,260464.4365
"19813",43,395,920,329116.870826,556605641.277,4662,897169.710945,2043592767.67,260505.8604
"19816",59,192,2618,312023.509273,498690546.22,6804,254705.268791,468640572.712,260517.6913
"19826",25,171,3170,1425934.38347,926104627.813,8888,1865098.79141,1899080337.91,260583.9476
"19836",23,177,489,553095.217362,722734396.623,13356,809238.423438,1071549764.86,260659.8382
"19873",160,208,16718,2641165.17254,2206591411.82,9352,1548478.95706,1780963677.62,260952.5568
"19877",154,172,12648,996600.27872,1230838377.06,10117,3003563.93521,3184286865.45,260968.2805
"19880",24,392,11400,1641291.23625,1203390876.26,9776,1243583.09089,2738416862.82,261018.4927
"19881",52,148,3322,644082.819848,1222412983.43,421,678967.659273,653775833.434,261019.997
"19904",24,51,11400,1641291.23625,1203390876.26,4748,467952.886776,552135041.351,261259.3853
"19907",149,174,3286,832440.708965,527986571.806,2170,673784.609775,733950779.508,261264.9829
"19908",168,191,723,292231.105356,563366373.427,12392,851620.791604,1335617285.69,261265.9783
"19931",59,160,2618,312023.509273,498690546.22,16718,2641165.17254,2206591411.82,261436.6159
"19935",32,50,4122,815584.334193,1103268621.73,10880,1109494.62789,1634992073.48,261451.2811
"19943",26,168,3908,1385356.19187,944438320.092,723,292231.105356,563366373.427,261519.9093
"19956",33,164,13956,2689645.37194,1798344837.1,4422,1353925.34857,1298060591.31,261667.9248
"19957",153,193,5038,635197.844155,774426440.254,1139,246566.008858,747489017.086,261668.4094
"19963",31,178,7791,1386961.45355,1464916864.12,6188,781232.492791,601116832.259,261736.1329
"19988",42,203,8402,438182.504918,468727696.46,4917,448622.339202,503930913.697,261985.4642
"20005",61,169,8912,1517995.98185,1978683680.72,11576,1654242.92381,2374629754,262072.9264
"20015",32,52,4122,815584.334193,1103268621.73,3322,644082.819848,1222412983.43,262120.4889
"20017",22,50,673,819693.164624,781914542.069,10880,1109494.62789,1634992073.48,262145.125
"20035",28,172,6049,644498.607186,451560914.395,10117,3003563.93521,3184286865.45,262254.5793
"20043",29,190,17370,2752283.46207,1595089814.57,11327,1453769.54938,1253986034.33,262306.0319
"20045",159,196,5153,282045.166749,188168169.193,3489,711644.720915,931211320.671,262309.9746
"20050",164,194,4422,1353925.34857,1298060591.31,2623,483442.524083,707446827.694,262341.4265
"20070",153,174,5038,635197.844155,774426440.254,2170,673784.609775,733950779.508,262545.6873
"20075",25,167,3170,1425934.38347,926104627.813,1567,507664.349505,919263103.236,262612.4618
"20089",33,166,13956,2689645.37194,1798344837.1,7947,1973887.79158,2383726910.88,262681.7296
"20102",53,395,4682,912665.799095,1487622720.29,4662,897169.710945,2043592767.67,262737.1613
"20113",25,392,3170,1425934.38347,926104627.813,9776,1243583.09089,2738416862.82,262818.9336
"20120",155,204,17884,2205895.39613,2768996075.97,3405,633931.66063,1246649832.2,262869.5952
"20127",31,191,7791,1386961.45355,1464916864.12,12392,851620.791604,1335617285.69,262962.8432
"20137",32,54,4122,815584.334193,1103268621.73,7496,1743542.55719,3588231108.57,263036.9022
"20233",26,171,3908,1385356.19187,944438320.092,8888,1865098.79141,1899080337.91,263721.9942
"20244",150,170,17952,3733456.30238,2413788748.91,9507,921322.489428,902943239.364,263784.5047
"20261",203,208,4917,448622.339202,503930913.697,9352,1548478.95706,1780963677.62,263913.353
"20264",160,193,16718,2641165.17254,2206591411.82,1139,246566.008858,747489017.086,263936.1792
"20265",167,212,1567,507664.349505,919263103.236,12839,2820052.67618,3728259662.3,263963.7919
"20279",41,175,11123,820589.353485,977864406.906,17187,2353037.01825,2922732511.91,264163.9857
"20292",24,174,11400,1641291.23625,1203390876.26,2170,673784.609775,733950779.508,264290.3564
"20298",28,173,6049,644498.607186,451560914.395,1505,658235.945779,635414583.385,264311.0848
"20308",165,208,4422,1834982.23088,1619720716.8,9352,1548478.95706,1780963677.62,264370.0493
"20317",42,192,8402,438182.504918,468727696.46,6804,254705.268791,468640572.712,264421.1529
"20385",54,392,7496,1743542.55719,3588231108.57,9776,1243583.09089,2738416862.82,264852.8845
"20386",25,50,3170,1425934.38347,926104627.813,10880,1109494.62789,1634992073.48,264853.3735
"20406",168,194,723,292231.105356,563366373.427,2623,483442.524083,707446827.694,265060.7491
"20418",24,203,11400,1641291.23625,1203390876.26,4917,448622.339202,503930913.697,265134.0068
"20420",155,196,17884,2205895.39613,2768996075.97,3489,711644.720915,931211320.671,265155.0123
"20429",165,211,4422,1834982.23088,1619720716.8,22810,1003947.61376,1482326892.8,265282.1539
"20445",190,394,11327,1453769.54938,1253986034.33,19514,2269045.99455,2958449434.35,265383.3699
"20452",165,196,4422,1834982.23088,1619720716.8,3489,711644.720915,931211320.671,265470.3789
"20466",23,170,489,553095.217362,722734396.623,9507,921322.489428,902943239.364,265619.8778
"20484",173,212,1505,658235.945779,635414583.385,12839,2820052.67618,3728259662.3,265743.3406
"20485",155,170,17884,2205895.39613,2768996075.97,9507,921322.489428,902943239.364,265755.5459
"20493",21,164,1267,568204.43722,755611618.824,4422,1353925.34857,1298060591.31,265812.0192
"20495",33,172,13956,2689645.37194,1798344837.1,10117,3003563.93521,3184286865.45,265813.1967
"20553",153,393,5038,635197.844155,774426440.254,12219,2180114.27068,2583118256.45,266343.2399
"20581",22,178,673,819693.164624,781914542.069,6188,781232.492791,601116832.259,266539.7167
"20588",155,395,17884,2205895.39613,2768996075.97,4662,897169.710945,2043592767.67,266568.4347
"20609",155,174,17884,2205895.39613,2768996075.97,2170,673784.609775,733950779.508,266741.5672
"20628",153,171,5038,635197.844155,774426440.254,8888,1865098.79141,1899080337.91,266886.0484
"20640",161,176,14629,2385326.96972,2453624839.04,7281,994620.80025,1612982961.02,266980.0924
"20641",159,208,5153,282045.166749,188168169.193,9352,1548478.95706,1780963677.62,266988.6999
"20666",55,153,1864,258598.894036,986638704.338,5038,635197.844155,774426440.254,267220.7175
"20677",150,175,17952,3733456.30238,2413788748.91,17187,2353037.01825,2922732511.91,267283.7924
"20712",26,33,3908,1385356.19187,944438320.092,13956,2689645.37194,1798344837.1,267629.429
"20759",168,211,723,292231.105356,563366373.427,22810,1003947.61376,1482326892.8,268008.2106
"20780",166,178,7947,1973887.79158,2383726910.88,6188,781232.492791,601116832.259,268146.4638
"20786",28,51,6049,644498.607186,451560914.395,4748,467952.886776,552135041.351,268189.2195
"20793",171,403,8888,1865098.79141,1899080337.91,15441,2169803.70952,3282264497.41,268240.4437
"20824",152,193,4405,401341.364698,370814966.197,1139,246566.008858,747489017.086,268463.804
"20833",23,192,489,553095.217362,722734396.623,6804,254705.268791,468640572.712,268570.7698
"20864",33,161,13956,2689645.37194,1798344837.1,14629,2385326.96972,2453624839.04,268879.9029
"20866",51,173,4748,467952.886776,552135041.351,1505,658235.945779,635414583.385,268903.7454
"20871",22,166,673,819693.164624,781914542.069,7947,1973887.79158,2383726910.88,268933.6061
"20886",154,208,12648,996600.27872,1230838377.06,9352,1548478.95706,1780963677.62,269080.0968
"20900",164,192,4422,1353925.34857,1298060591.31,6804,254705.268791,468640572.712,269150.2621
"20906",29,172,17370,2752283.46207,1595089814.57,10117,3003563.93521,3184286865.45,269196.4962
"20924",151,212,22241,3147846.5546,2581405676.79,12839,2820052.67618,3728259662.3,269320.1115
"20932",23,393,489,553095.217362,722734396.623,12219,2180114.27068,2583118256.45,269390.7653
"20946",170,403,9507,921322.489428,902943239.364,15441,2169803.70952,3282264497.41,269485.9833
"20970",54,150,7496,1743542.55719,3588231108.57,17952,3733456.30238,2413788748.91,269708.328
"20989",166,211,7947,1973887.79158,2383726910.88,22810,1003947.61376,1482326892.8,269862.7557
"21046",43,51,920,329116.870826,556605641.277,4748,467952.886776,552135041.351,270353.1415
"21064",23,51,489,553095.217362,722734396.623,4748,467952.886776,552135041.351,270471.9965
"21069",160,204,16718,2641165.17254,2206591411.82,3405,633931.66063,1246649832.2,270499.1325
"21071",162,176,4472,1087840.26405,1164200708.05,7281,994620.80025,1612982961.02,270510.1304
"21094",152,392,4405,401341.364698,370814966.197,9776,1243583.09089,2738416862.82,270662.1156
"21096",28,191,6049,644498.607186,451560914.395,12392,851620.791604,1335617285.69,270680.0042
"21107",27,52,13653,2093613.60365,1231105140.44,3322,644082.819848,1222412983.43,270747.3101
"21138",41,211,11123,820589.353485,977864406.906,22810,1003947.61376,1482326892.8,271046.7107
"21140",378,404,3218,5267408.29264,5592682185.73,1,2394197.12194,3045288172.51,271074.0382
"21192",61,398,8912,1517995.98185,1978683680.72,18273,2865499.78312,2853081750.53,271500.2327
"21193",23,166,489,553095.217362,722734396.623,7947,1973887.79158,2383726910.88,271503.4352
"21204",21,170,1267,568204.43722,755611618.824,9507,921322.489428,902943239.364,271584.4642
"21215",173,403,1505,658235.945779,635414583.385,15441,2169803.70952,3282264497.41,271667.936
"21225",33,162,13956,2689645.37194,1798344837.1,4472,1087840.26405,1164200708.05,271786.8857
"21238",166,194,7947,1973887.79158,2383726910.88,2623,483442.524083,707446827.694,271906.0281
"21249",30,172,13119,4095857.55159,2386103901.41,10117,3003563.93521,3184286865.45,271990.7851
"21285",174,196,2170,673784.609775,733950779.508,3489,711644.720915,931211320.671,272197.1842
"21294",21,191,1267,568204.43722,755611618.824,12392,851620.791604,1335617285.69,272238.6861
"21301",151,173,22241,3147846.5546,2581405676.79,1505,658235.945779,635414583.385,272334.0699
"21312",21,393,1267,568204.43722,755611618.824,12219,2180114.27068,2583118256.45,272397.7987
"21349",29,173,17370,2752283.46207,1595089814.57,1505,658235.945779,635414583.385,272630.5694
"21365",31,61,7791,1386961.45355,1464916864.12,8912,1517995.98185,1978683680.72,272732.6878
"21393",28,177,6049,644498.607186,451560914.395,13356,809238.423438,1071549764.86,272935.8991
"21397",150,393,17952,3733456.30238,2413788748.91,12219,2180114.27068,2583118256.45,272958.4801
"21399",54,393,7496,1743542.55719,3588231108.57,12219,2180114.27068,2583118256.45,272969.8297
"21408",165,192,4422,1834982.23088,1619720716.8,6804,254705.268791,468640572.712,273033.1958
"21414",28,54,6049,644498.607186,451560914.395,7496,1743542.55719,3588231108.57,273082.7137
"21434",166,190,7947,1973887.79158,2383726910.88,11327,1453769.54938,1253986034.33,273177.7576
"21440",31,175,7791,1386961.45355,1464916864.12,17187,2353037.01825,2922732511.91,273248.4592
"21445",162,204,4472,1087840.26405,1164200708.05,3405,633931.66063,1246649832.2,273294.1443
"21487",148,166,421,678967.659273,653775833.434,7947,1973887.79158,2383726910.88,273606.7325
"21494",149,392,3286,832440.708965,527986571.806,9776,1243583.09089,2738416862.82,273667.7073
"21501",167,208,1567,507664.349505,919263103.236,9352,1548478.95706,1780963677.62,273714.2369
"21506",24,192,11400,1641291.23625,1203390876.26,6804,254705.268791,468640572.712,273735.779
"21509",168,178,723,292231.105356,563366373.427,6188,781232.492791,601116832.259,273769.013
"21515",26,174,3908,1385356.19187,944438320.092,2170,673784.609775,733950779.508,273866.1532
"21571",25,178,3170,1425934.38347,926104627.813,6188,781232.492791,601116832.259,274284.7648
"21607",173,196,1505,658235.945779,635414583.385,3489,711644.720915,931211320.671,274508.7452
"21620",178,394,6188,781232.492791,601116832.259,19514,2269045.99455,2958449434.35,274629.1043
"21622",30,403,13119,4095857.55159,2386103901.41,15441,2169803.70952,3282264497.41,274632.1575
"21625",172,208,10117,3003563.93521,3184286865.45,9352,1548478.95706,1780963677.62,274641.36
"21637",177,394,13356,809238.423438,1071549764.86,19514,2269045.99455,2958449434.35,274702.5212
"21655",23,52,489,553095.217362,722734396.623,3322,644082.819848,1222412983.43,274809.5571
"21668",160,195,16718,2641165.17254,2206591411.82,2964,964286.576005,1065870641.82,274916.9471
"21690",43,154,920,329116.870826,556605641.277,12648,996600.27872,1230838377.06,275064.7736
"21694",27,191,13653,2093613.60365,1231105140.44,12392,851620.791604,1335617285.69,275102.2555
"21718",25,168,3170,1425934.38347,926104627.813,723,292231.105356,563366373.427,275253.2351
"21726",150,168,17952,3733456.30238,2413788748.91,723,292231.105356,563366373.427,275307.9986
"21729",151,172,22241,3147846.5546,2581405676.79,10117,3003563.93521,3184286865.45,275357.2995
"21732",59,171,2618,312023.509273,498690546.22,8888,1865098.79141,1899080337.91,275367.4219
"21735",26,392,3908,1385356.19187,944438320.092,9776,1243583.09089,2738416862.82,275409.2355
"21781",148,170,421,678967.659273,653775833.434,9507,921322.489428,902943239.364,275738.302
"21802",169,177,11576,1654242.92381,2374629754,13356,809238.423438,1071549764.86,275915.6214
"21807",165,194,4422,1834982.23088,1619720716.8,2623,483442.524083,707446827.694,275926.2729
"21855",190,208,11327,1453769.54938,1253986034.33,9352,1548478.95706,1780963677.62,276272.9537
"21857",161,196,14629,2385326.96972,2453624839.04,3489,711644.720915,931211320.671,276277.5421
"21865",31,212,7791,1386961.45355,1464916864.12,12839,2820052.67618,3728259662.3,276336.776
"21872",31,179,7791,1386961.45355,1464916864.12,657,146939.477626,219121912.887,276380.9725
"21887",21,203,1267,568204.43722,755611618.824,4917,448622.339202,503930913.697,276512.635
"21942",30,173,13119,4095857.55159,2386103901.41,1505,658235.945779,635414583.385,277000.8812
"21958",61,203,8912,1517995.98185,1978683680.72,4917,448622.339202,503930913.697,277097.26
"21981",41,43,11123,820589.353485,977864406.906,920,329116.870826,556605641.277,277341.781
"22003",155,171,17884,2205895.39613,2768996075.97,8888,1865098.79141,1899080337.91,277485.1865
"22005",27,51,13653,2093613.60365,1231105140.44,4748,467952.886776,552135041.351,277488.9495
"22054",174,175,2170,673784.609775,733950779.508,17187,2353037.01825,2922732511.91,277802.9577
"22055",51,171,4748,467952.886776,552135041.351,8888,1865098.79141,1899080337.91,277803.3182
"22083",59,178,2618,312023.509273,498690546.22,6188,781232.492791,601116832.259,278081.6686
"22084",179,394,657,146939.477626,219121912.887,19514,2269045.99455,2958449434.35,278082.5626
"22119",194,398,2623,483442.524083,707446827.694,18273,2865499.78312,2853081750.53,278291.1642
"22141",42,175,8402,438182.504918,468727696.46,17187,2353037.01825,2922732511.91,278513.0653
"22159",59,154,2618,312023.509273,498690546.22,12648,996600.27872,1230838377.06,278687.6055
"22182",26,54,3908,1385356.19187,944438320.092,7496,1743542.55719,3588231108.57,278854.7406
"22192",33,151,13956,2689645.37194,1798344837.1,22241,3147846.5546,2581405676.79,278943.7945
"22210",21,33,1267,568204.43722,755611618.824,13956,2689645.37194,1798344837.1,279039.9004
"22218",61,190,8912,1517995.98185,1978683680.72,11327,1453769.54938,1253986034.33,279100.1579
"22225",61,155,8912,1517995.98185,1978683680.72,17884,2205895.39613,2768996075.97,279144.9651
"22229",33,173,13956,2689645.37194,1798344837.1,1505,658235.945779,635414583.385,279197.3414
"22231",55,170,1864,258598.894036,986638704.338,9507,921322.489428,902943239.364,279215.2522
"22254",27,177,13653,2093613.60365,1231105140.44,13356,809238.423438,1071549764.86,279316.625
"22270",25,174,3170,1425934.38347,926104627.813,2170,673784.609775,733950779.508,279416.6177
"22280",151,176,22241,3147846.5546,2581405676.79,7281,994620.80025,1612982961.02,279474.5658
"22290",179,204,657,146939.477626,219121912.887,3405,633931.66063,1246649832.2,279572.6518
"22307",29,178,17370,2752283.46207,1595089814.57,6188,781232.492791,601116832.259,279656.4605
"22331",191,394,12392,851620.791604,1335617285.69,19514,2269045.99455,2958449434.35,279856.5494
"22373",152,173,4405,401341.364698,370814966.197,1505,658235.945779,635414583.385,280125.0917
"22380",55,151,1864,258598.894036,986638704.338,22241,3147846.5546,2581405676.79,280163.3368
"22410",150,167,17952,3733456.30238,2413788748.91,1567,507664.349505,919263103.236,280417.1896
"22430",151,194,22241,3147846.5546,2581405676.79,2623,483442.524083,707446827.694,280545.2826
"22441",43,403,920,329116.870826,556605641.277,15441,2169803.70952,3282264497.41,280694.7138
"22464",29,52,17370,2752283.46207,1595089814.57,3322,644082.819848,1222412983.43,280807.1087
"22509",168,190,723,292231.105356,563366373.427,11327,1453769.54938,1253986034.33,281225.043
"22528",32,51,4122,815584.334193,1103268621.73,4748,467952.886776,552135041.351,281362.8133
"22529",148,211,421,678967.659273,653775833.434,22810,1003947.61376,1482326892.8,281370.8007
"22543",50,171,10880,1109494.62789,1634992073.48,8888,1865098.79141,1899080337.91,281516.2973
